43.2145 50.9930 28.1313 54.2074 37.0894 51.4550 -4.6235 47.1061
63.7723 72.3660 37.1769 74.5597 53.6982 70.1839 -7.5916 63.6887
48.6029 53.2317 26.2911 57.1526 42.6882 51.2377 -5.3767 46.4143
48.1403 53.0395 26.4490 56.8998 42.2076 51.2564 -5.3120 46.4737
62.8353 71.9767 37.4969 74.0475 52.7246 70.2217 -7.4606 63.8090
60.3174 70.9306 38.3568 72.6712 50.1083 70.3232 -7.1087 64.1322
60.6413 71.0652 38.2462 72.8483 50.4449 70.3101 -7.1540 64.0907
48.1966 54.7139 28.6325 58.2893 41.7842 53.8128 -5.2158 49.0564
66.0905 73.3291 36.3852 75.8268 56.1069 70.0904 -7.9156 63.3910
63.1495 70.1342 34.7572 72.5954 53.6270 67.1511 -7.6290 60.6734
47.8227 54.5585 28.7602 58.0850 41.3956 53.8279 -5.1635 49.1044
45.1476 53.4471 29.6738 56.6228 38.6161 53.9358 -4.7896 49.4478
57.7309 67.8830 36.6077 69.6337 47.9968 67.3695 -6.8716 61.3691
60.4521 69.0135 35.6784 71.1210 50.8243 67.2598 -7.2520 61.0198
63.1979 70.1543 34.7407 72.6218 53.6773 67.1491 -7.6358 60.6672
63.2927 70.1937 34.7083 72.6737 53.7759 67.1453 -7.6490 60.6551
60.6442 69.0933 35.6128 71.2260 51.0239 67.2521 -7.2788 60.9951
71.4950 83.3687 44.9577 85.2010 59.4380 81.9685 -8.1824 74.9396
57.5987 67.8280 36.6529 69.5614 47.8594 67.3749 -6.8531 61.3861
60.1694 68.8961 35.7749 70.9665 50.5305 67.2712 -7.2125 61.0561
65.7966 73.2070 36.4856 75.6661 55.8016 70.1022 -7.8746 63.4288
66.1701 73.3622 36.3580 75.8703 56.1897 70.0872 -7.9268 63.3808
63.6823 72.3286 37.2076 74.5105 53.6047 70.1875 -7.5790 63.7002
58.0011 67.9952 36.5154 69.7813 48.2775 67.3587 -6.9094 61.3344
57.4892 67.7825 36.6903 69.5015 47.7456 67.3793 -6.8378 61.4002
62.6455 71.8979 37.5617 73.9438 52.5274 70.2293 -7.4341 63.8333
62.8622 70.0148 34.8553 72.4384 53.3285 67.1626 -7.5889 60.7103
63.5115 70.2846 34.6336 72.7932 54.0031 67.1365 -7.6796 60.6270
63.9606 72.4442 37.1126 74.6626 53.8938 70.1763 -7.6179 63.6645
60.9451 71.1914 38.1424 73.0143 50.7605 70.2979 -7.1964 64.0516
60.1597 70.8651 38.4106 72.5851 49.9445 70.3295 -7.0867 64.1525
47.0751 54.2479 29.0155 57.6763 40.6188 53.8581 -5.0590 49.2004
65.4218 73.0513 36.6136 75.4613 55.4121 70.1174 -7.8222 63.4769
63.5852 70.3152 34.6084 72.8336 54.0798 67.1335 -7.6899 60.6175
48.9383 55.0220 28.3792 58.6947 42.5548 53.7829 -5.3195 48.9612
45.8560 53.7414 29.4318 57.0099 39.3521 53.9072 -4.8886 49.3569
57.3418 67.7213 36.7406 69.4210 47.5925 67.3852 -6.8172 61.4191
59.3447 68.5534 36.0566 70.5157 49.6736 67.3045 -7.0972 61.1619
62.4513 69.8441 34.9956 72.2138 52.9016 67.1792 -7.5314 60.7631
19.7503 20.4577 8.4115 24.2741 18.7765 20.1850 -2.6548 17.5100
46.8964 52.5227 26.8738 56.2199 40.9151 51.3065 -5.1382 46.6334
61.3729 71.3691 37.9963 73.2482 51.2050 70.2806 -7.2562 63.9967
42.4602 50.6796 28.3889 53.7951 36.3056 51.4854 -4.5181 47.2030
44.2400 51.4191 27.7810 54.7679 38.1549 51.4136 -4.7669 46.9745
64.9780 72.8669 36.7652 75.2187 54.9510 70.1353 -7.7601 63.5339
66.4151 73.4640 36.2744 76.0042 56.4442 70.0773 -7.9610 63.3494
64.7522 72.7731 36.8422 75.0953 54.7164 70.1444 -7.7286 63.5629
23.0057 27.5628 14.9748 30.7880 20.4798 28.9694 -2.7470 26.1164
21.4457 26.9147 15.5075 29.9353 18.8588 29.0323 -2.5290 26.3167
58.8360 68.3421 36.2303 70.2377 49.1450 67.3250 -7.0261 61.2272
49.4397 55.2303 28.2080 58.9688 43.0758 53.7627 -5.3895 48.8968
77.3197 85.7887 42.9685 88.3847 65.4903 81.7336 -8.9966 74.1918
49.7000 55.3385 28.1190 59.1111 43.3463 53.7522 -5.4259 48.8634
61.8594 71.5713 37.8302 73.5141 51.7106 70.2610 -7.3242 63.9343
70.9688 83.1501 45.1375 84.9133 58.8912 81.9897 -8.1089 75.0072
43.7553 51.2177 27.9466 54.5030 37.6513 51.4332 -4.6991 47.0367
61.7227 69.5414 35.2445 71.8155 52.1445 67.2086 -7.4296 60.8566
66.3881 73.4528 36.2836 75.9895 56.4163 70.0784 -7.9573 63.3528
47.6223 52.8243 26.6260 56.6166 41.6693 51.2773 -5.2396 46.5402
44.5187 51.5349 27.6858 54.9203 38.4446 51.4024 -4.8058 46.9387
60.1018 70.8410 38.4304 72.5534 49.8843 70.3319 -7.0786 64.1599
61.1355 71.2705 38.0774 73.1184 50.9584 70.2902 -7.2231 64.0272
64.2139 72.5495 37.0261 74.8010 54.1570 70.1661 -7.6533 63.6320
66.3372 73.4316 36.3010 75.9616 56.3633 70.0804 -7.9501 63.3594
65.4364 73.0574 36.6086 75.4693 55.4273 70.1168 -7.8242 63.4750
59.6329 68.6732 35.9582 70.6733 49.9731 67.2929 -7.1375 61.1249
60.1651 70.8673 38.4088 72.5880 49.9501 70.3293 -7.0874 64.1518
60.9311 71.1856 38.1472 73.0067 50.7460 70.2984 -7.1945 64.0534
61.1845 69.3178 35.4283 71.5214 51.5853 67.2303 -7.3543 60.9257
63.5053 70.2820 34.6357 72.7899 53.9967 67.1367 -7.6787 60.6278
62.8755 70.0204 34.8508 72.4457 53.3424 67.1621 -7.5907 60.7086
73.5709 84.2312 44.2488 86.3356 61.5950 81.8848 -8.4726 74.6731
44.9579 53.3683 29.7386 56.5191 38.4189 53.9434 -4.7631 49.4722
60.7448 71.1082 38.2108 72.9049 50.5525 70.3059 -7.1684 64.0774
63.6623 72.3203 37.2145 74.4996 53.5840 70.1883 -7.5762 63.7028
63.4058 70.2407 34.6697 72.7355 53.8934 67.1407 -7.6648 60.6405
27.2045 29.3073 13.5408 33.0830 24.8426 28.8001 -3.3339 25.5773
62.9459 72.0226 37.4591 74.1080 52.8395 70.2172 -7.4761 63.7948
45.0690 53.4145 29.7006 56.5798 38.5344 53.9389 -4.7786 49.4579
53.8826 63.2194 34.9062 66.4586 45.8896 63.1208 -5.6261 57.9789
60.6240 69.0849 35.6197 71.2150 51.0029 67.2529 -7.2760 60.9977
66.0396 73.3080 36.4026 75.7990 56.0541 70.0924 -7.9085 63.3976
48.3635 53.1322 26.3728 57.0218 42.4395 51.2474 -5.3432 46.4450
45.6275 51.9955 27.3072 55.5263 39.5966 51.3577 -4.9608 46.7963
60.4976 71.0055 38.2953 72.7698 50.2956 70.3159 -7.1339 64.1091
60.4327 70.9785 38.3174 72.7343 50.2282 70.3185 -7.1248 64.1174
63.0973 72.0856 37.4074 74.1907 52.9968 70.2111 -7.4973 63.7753
27.2908 29.3432 13.5114 33.1302 24.9323 28.7967 -3.3460 25.5662
50.8046 55.7974 27.7418 59.7148 44.4940 53.7077 -5.5803 48.7216
60.7551 69.1394 35.5749 71.2866 51.1391 67.2476 -7.2943 60.9809
45.3583 53.5346 29.6018 56.7379 38.8349 53.9273 -4.8190 49.4208
45.0145 53.3918 29.7192 56.5500 38.4778 53.9411 -4.7710 49.4649
60.0589 68.8502 35.8127 70.9061 50.4157 67.2757 -7.1970 61.0702
62.9726 70.0607 34.8176 72.4987 53.4433 67.1582 -7.6043 60.6961
74.3604 82.5862 41.3468 85.1433 62.9913 78.7950 -8.7074 71.4765
17.1516 19.3780 9.2990 22.8537 16.0763 20.2898 -2.2916 17.8436
43.2277 50.9985 28.1268 54.2146 37.1031 51.4545 -4.6254 47.1044
60.2090 70.8856 38.3938 72.6120 49.9957 70.3275 -7.0935 64.1461
44.9354 51.7080 27.5436 55.1480 38.8775 51.3856 -4.8641 46.8852
47.9423 52.9572 26.5167 56.7915 42.0018 51.2644 -5.2844 46.4991
66.2997 73.4161 36.3138 75.9411 56.3244 70.0820 -7.9449 63.3642
64.0684 72.4890 37.0758 74.7215 54.0059 70.1719 -7.6330 63.6506
61.0237 71.2241 38.1156 73.0574 50.8423 70.2947 -7.2074 64.0415
44.8379 53.3184 29.7795 56.4535 38.2942 53.9483 -4.7463 49.4876
62.2634 71.7391 37.6922 73.7349 52.1303 70.2447 -7.3807 63.8824
62.5833 69.8990 34.9506 72.2859 53.0387 67.1739 -7.5499 60.7461
51.0691 55.9073 27.6515 59.8594 44.7689 53.6970 -5.6173 48.6876
49.0432 55.0656 28.3434 58.7521 42.6639 53.7787 -5.3341 48.9477
58.4797 68.1941 36.3520 70.0429 48.7748 67.3394 -6.9763 61.2730
57.3244 67.7141 36.7465 69.4114 47.5744 67.3859 -6.8148 61.4213
59.2414 68.5105 36.0918 70.4593 49.5663 67.3086 -7.0828 61.1752
73.2684 82.1324 41.7197 84.5464 61.8566 78.8390 -8.5548 71.6167
63.6470 70.3409 34.5873 72.8673 54.1439 67.1310 -7.6985 60.6096
64.5989 72.7094 36.8946 75.0115 54.5571 70.1505 -7.7072 63.5825
58.7078 68.2888 36.2741 70.1676 49.0119 67.3302 -7.0082 61.2437
57.2974 67.7029 36.7558 69.3967 47.5464 67.3870 -6.8110 61.4248
61.7421 71.5225 37.8702 73.4500 51.5887 70.2657 -7.3078 63.9493
64.8839 72.8278 36.7973 75.1673 54.8532 70.1390 -7.7470 63.5459
66.4177 73.4651 36.2735 76.0057 56.4470 70.0772 -7.9614 63.3490
62.0926 69.6951 35.1181 72.0177 52.5289 67.1937 -7.4813 60.8091
58.9499 68.3894 36.1914 70.3000 49.2634 67.3204 -7.0420 61.2126
60.0520 70.8204 38.4474 72.5262 49.8326 70.3339 -7.0716 64.1663
58.7417 68.3029 36.2625 70.1861 49.0471 67.3288 -7.0129 61.2394
61.8791 69.6064 35.1911 71.9010 52.3070 67.2023 -7.4514 60.8365
66.4070 73.4606 36.2771 75.9998 56.4358 70.0776 -7.9599 63.3504
65.0864 72.9120 36.7281 75.2779 55.0636 70.1309 -7.7753 63.5199
61.9605 71.6133 37.7956 73.5694 51.8157 70.2569 -7.3384 63.9213
